EAN_ID;Patrimonium Type;Patrimonium Functietype;Meetmethode;Richting
709;Gebouw;Andere gebouwen;Continu;Afname
1439;Gebouw;Andere gebouwen;Continu;Afname
346;;;Continu;Afname
1443;;;Continu;Afname
713;Gebouw;Werkplaats;Continu;Afname
714;Gebouw;Cultureel centrum;Continu;Afname
29;;;Continu;Afname
1451;Gebouw;Sporthal;Continu;Afname
717;Gebouw;Sportcomplex;Continu;Afname
1455;Gebouw;Ontmoetingscentrum;Continu;Afname
350;Gebouw;Ontmoetingscentrum;Continu;Afname
1460;;;Continu;Afname
721;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
1463;Gebouw;Ontmoetingscentrum;Continu;Afname
167;Gebouw;Kleuterschool;Continu;Afname
1466;Gebouw;Administratief centrum;Continu;Afname
725;;;Continu;Afname
1470;Gebouw;Dienstencentrum/CAW/dagverblijf;Continu;Afname
354;;;Continu;Afname
729;;;Continu;Afname
76;Gebouw;Museum;Continu;Afname
1482;Gebouw;Administratief centrum;Continu;Afname
733;Gebouw;Sporthal;Continu;Afname
1486;Gebouw;Andere gebouwen;Continu;Afname
358;;;Continu;Afname
1490;;;Continu;Afname
737;Gebouw;Sporthal;Continu;Afname
1494;Gebouw;Cultureel centrum;Continu;Afname
171;Gebouw;Bibliotheek;Continu;Afname
1498;Gebouw;Jeugdhuis;Continu;Afname
741;Gebouw;Stadion;Continu;Afname
1502;Gebouw;Ontmoetingscentrum;Continu;Afname
362;Gebouw;Cultureel centrum;Continu;Afname
1506;;;Continu;Afname
745;;;Continu;Afname
1510;;;Continu;Afname
6;Gebouw;Kerk;Continu;Afname
1514;Gebouw;Lagere school;Continu;Afname
749;Gebouw;Kinderdagverblijf/BKO/IBO;Continu;Afname
1518;Gebouw;Ontmoetingscentrum;Continu;Afname
366;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
1522;Gebouw;Dienstencentrum/CAW/dagverblijf;Continu;Afname
753;Gebouw;Andere gebouwen;Continu;Afname
1526;Gebouw;Cultureel centrum;Continu;Afname
175;;;Continu;Afname
1530;Gebouw;Lagere school;Continu;Afname
757;Gebouw;Stadion;Continu;Afname
1534;;;Continu;Afname
370;Gebouw;Ontmoetingscentrum;Continu;Afname
1538;;;Continu;Afname
761;;;Continu;Afname
1542;Gebouw;Cultureel centrum;Continu;Afname
80;;;Continu;Afname
1546;Gebouw;Bibliotheek;Continu;Afname
765;Gebouw;Stadion;Continu;Afname
766;;;Continu;Afname
178;Gebouw;OCMW Administratief centrum;Continu;Afname
1555;Gebouw;Administratief centrum;Continu;Afname
375;Gebouw;Lagere school;Continu;Afname
1559;;;Continu;Afname
81;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
1563;;;Continu;Afname
1565;;;Continu;Afname
1567;Gebouw;Sporthal;Continu;Afname
180;Gebouw;Dienstencentrum/CAW/dagverblijf;Continu;Afname
776;;;Continu;Afname
1572;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
1574;Gebouw;Academie;Continu;Afname
9;Gebouw;Sporthal;Continu;Afname
1577;;;Continu;Afname
781;Gebouw;Bibliotheek;Continu;Afname
1581;;;Continu;Afname
382;;;Continu;Afname
1585;Terrein;Andere terreinen;Continu;Afname
785;Gebouw;Cultureel centrum;Continu;Afname
1589;Gebouw;Lagere school;Continu;Afname
183;Gebouw;Museum;Continu;Afname
1593;;;Continu;Afname
789;Gebouw;Administratief centrum;Continu;Afname
1597;;;Continu;Afname
386;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
1601;;;Continu;Afname
793;;;Continu;Afname
1605;Gebouw;Zwembad;Continu;Afname
1608;;;Continu;Afname
1609;;;Continu;Afname
797;Gebouw;Cultureel centrum;Continu;Afname
798;Gebouw;Jeugdhuis;Continu;Afname
390;;;Continu;Afname
1617;Gebouw;Academie;Continu;Afname
801;Gebouw;Politiegebouw;Continu;Afname
1621;Gebouw;Andere gebouwen;Continu;Afname
1625;;;Continu;Afname
393;;;Continu;Afname
1629;;;Continu;Afname
394;Andere;Pomp;Continu;Afname
808;;;Continu;Afname
809;;;Continu;Afname
1637;Gebouw;Sporthal;Continu;Afname
10;Gebouw;Ontmoetingscentrum;Continu;Afname
813;;;Continu;Afname
1645;;;Continu;Afname
398;Gebouw;Andere gebouwen;Continu;Afname
1649;Gebouw;Stadion;Continu;Afname
817;;;Continu;Afname
1653;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
191;;;Continu;Afname
1657;;;Continu;Afname
821;;;Continu;Afname
1661;;;Continu;Afname
824;;;Continu;Afname
403;;;Continu;Afname
826;;;Continu;Afname
88;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
1677;Gebouw;OCMW Administratief centrum;Continu;Afname
406;;;Continu;Afname
1681;Gebouw;Museum;Continu;Afname
833;;;Continu;Afname
1685;;;Continu;Afname
195;Gebouw;Administratief centrum;Continu;Afname
1689;Gebouw;Museum;Continu;Afname
837;Gebouw;Academie;Continu;Afname
838;;;Continu;Afname
410;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
1698;;;Continu;Afname
411;;;Continu;Afname
1701;;;Continu;Afname
37;;;Continu;Afname
1705;Gebouw;Lagere school;Continu;Afname
413;;;Continu;Afname
1709;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
414;;;Continu;Afname
1714;;;Continu;Afname
849;;;Continu;Afname
1717;Gebouw;OCMW Administratief centrum;Continu;Afname
91;;;Continu;Afname
1721;;;Continu;Afname
853;;;Continu;Afname
1726;;;Continu;Afname
418;;;Continu;Afname
1729;;;Continu;Afname
857;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
1732;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
92;Gebouw;Lagere school;Continu;Afname
1733;;;Continu;Afname
861;Gebouw;Museum;Continu;Afname
173;;;Continu;Afname
422;;;Continu;Afname
864;Gebouw;Lagere school;Continu;Afname
865;;;Continu;Afname
866;;;Continu;Afname
1607;Gebouw;Jeugdhuis;Continu;Afname
1552;Gebouw;Andere gebouwen;Continu;Afname
869;;;Continu;Afname
870;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
426;;;Continu;Afname
873;;;Continu;Afname
1556;;;Continu;Afname
2;;;Continu;Afname
1558;;;Continu;Afname
877;;;Continu;Afname
1703;;;Continu;Afname
430;;;Continu;Afname
683;Gebouw;Bibliotheek;Continu;Afname
881;Gebouw;Ontmoetingscentrum;Continu;Afname
659;Gebouw;Lagere school;Continu;Afname
207;Gebouw;Stadion;Continu;Afname
767;;;Continu;Afname
885;;;Continu;Afname
1273;Gebouw;Algemene middelbare school;Continu;Afname
434;Gebouw;Brandweerkazerne;Continu;Afname
769;Gebouw;Politiegebouw;Continu;Afname
889;Gebouw;Andere gebouwen;Continu;Afname
970;Gebouw;Cultureel centrum;Continu;Afname
96;Gebouw;OCMW Woningen;Continu;Afname
893;Gebouw;Dienstencentrum/CAW/dagverblijf;Continu;Afname
954;;;Continu;Afname
438;;;Continu;Afname
1568;Gebouw;Sporthal;Continu;Afname
867;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
665;;;Continu;Afname
211;;;Continu;Afname
900;;;Continu;Afname
901;;;Continu;Afname
942;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
442;Gebouw;Sporthal;Continu;Afname
153;Gebouw;Bibliotheek;Continu;Afname
905;;;Continu;Afname
1561;;;Continu;Afname
41;Gebouw;Werkplaats;Continu;Afname
909;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
1281;Gebouw;Parking;Continu;Afname
446;Gebouw;Cultureel centrum;Continu;Afname
913;Gebouw;Lagere school;Continu;Afname
1040;;;Continu;Afname
215;;;Continu;Afname
715;Gebouw;Andere gebouwen;Continu;Afname
917;Gebouw;Andere gebouwen;Continu;Afname
404;Gebouw;Ontmoetingscentrum;Continu;Afname
450;Gebouw;Sportcomplex;Continu;Afname
476;Gebouw;Sporthal;Continu;Afname
921;Gebouw;Cultureel centrum;Continu;Afname
595;Gebouw;Sporthal;Continu;Afname
675;;;Continu;Afname
777;Gebouw;Sporthal;Continu;Afname
1373;;;Continu;Afname
699;;;Continu;Afname
454;;;Continu;Afname
1111;;;Continu;Afname
929;;;Continu;Afname
68;;;Continu;Afname
219;Gebouw;Jeugdhuis;Continu;Afname
348;Gebouw;Andere gebouwen;Continu;Afname
933;Gebouw;Andere gebouwen;Continu;Afname
328;Gebouw;Andere gebouwen;Continu;Afname
458;Gebouw;Andere gebouwen;Continu;Afname
1327;Gebouw;Andere gebouwen;Continu;Afname
937;Gebouw;Sporthal;Continu;Afname
1401;Gebouw;Andere gebouwen;Continu;Afname
677;;;Continu;Afname
329;Gebouw;Sporthal;Continu;Afname
461;Gebouw;Sporthal;Continu;Afname
1159;;;Continu;Afname
222;;;Continu;Afname
1183;Gebouw;Cultureel centrum;Continu;Afname
1079;Gebouw;Sportcomplex;Continu;Afname
1367;;;Continu;Afname
223;Gebouw;Administratief centrum;Continu;Afname
651;;;Continu;Afname
465;;;Continu;Afname
1393;Gebouw;Ontmoetingscentrum;Continu;Afname
466;;;Continu;Afname
1371;;;Continu;Afname
952;Andere;Pomp;Continu;Afname
1087;;;Continu;Afname
104;;;Continu;Afname
956;Gebouw;Academie;Continu;Afname
851;;;Continu;Afname
470;Gebouw;Andere gebouwen;Continu;Afname
244;Gebouw;Ontmoetingscentrum;Continu;Afname
960;Gebouw;Ontmoetingscentrum;Continu;Afname
1328;;;Continu;Afname
105;;;Continu;Afname
571;Andere;Kast;Continu;Afname
1695;Andere;Kast;Continu;Afname
1736;Andere;Kast;Continu;Afname
228;Andere;Kast;Continu;Afname
967;Andere;Kast;Continu;Afname
475;Gebouw;Dienstencentrum/CAW/dagverblijf;Continu;Afname
969;Gebouw;Ontmoetingscentrum;Continu;Afname
15;;;Continu;Afname
106;;;Continu;Afname
477;;;Continu;Afname
972;Gebouw;Ontmoetingscentrum;Continu;Afname
230;Gebouw;Ontmoetingscentrum;Continu;Afname
974;;;Continu;Afname
479;;;Continu;Afname
976;Gebouw;Sporthal;Continu;Afname
107;;;Continu;Afname
978;;;Continu;Afname
481;;;Continu;Afname
980;;;Continu;Afname
232;Andere;Kast;Continu;Afname
982;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
483;;;Continu;Afname
984;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
46;Gebouw;OCMW Administratief centrum;Continu;Afname
986;Gebouw;Administratief centrum;Continu;Afname
485;Gebouw;Administratief centrum;Continu;Afname
988;Gebouw;Administratief centrum;Continu;Afname
234;;;Continu;Afname
990;;;Continu;Afname
487;Gebouw;Ontmoetingscentrum;Continu;Afname
992;;;Continu;Afname
109;;;Continu;Afname
994;;;Continu;Afname
489;;;Continu;Afname
996;;;Continu;Afname
236;;;Continu;Afname
998;;;Continu;Afname
491;;;Continu;Afname
1000;Gebouw;Administratief centrum;Continu;Afname
1741;Gebouw;OCMW Woningen;Continu;Afname
1669;;;Continu;Afname
1640;;;Continu;Afname
1575;;;Continu;Afname
1205;;;Continu;Afname
1199;Gebouw;Andere gebouwen;Continu;Afname
1192;;;Continu;Afname
1103;;;Continu;Afname
1007;;;Continu;Afname
1009;;;Continu;Afname
1004;;;Continu;Afname
1011;Gebouw;Jeugdhuis;Continu;Afname
1003;Gebouw;Andere gebouwen;Continu;Afname
1013;Gebouw;Andere gebouwen;Continu;Afname
1001;;;Continu;Afname
1015;;;Continu;Afname
498;;;Continu;Afname
1017;Gebouw;Brandweerkazerne;Continu;Afname
500;Gebouw;Werkplaats;Continu;Afname
1019;;;Continu;Afname
495;;;Continu;Afname
1021;;;Continu;Afname
502;Gebouw;Werkplaats;Continu;Afname
1023;;;Continu;Afname
494;;;Continu;Afname
1025;Gebouw;Ontmoetingscentrum;Continu;Afname
504;;;Continu;Afname
1027;;;Continu;Afname
492;;;Continu;Afname
1029;Gebouw;Ontmoetingscentrum;Continu;Afname
506;;;Continu;Afname
1031;;;Continu;Afname
243;Gebouw;Museum;Continu;Afname
1033;Gebouw;Lagere school;Continu;Afname
508;;;Continu;Afname
510;Gebouw;Andere gebouwen;Continu;Afname
1039;Gebouw;Andere gebouwen;Continu;Afname
240;Gebouw;Andere gebouwen;Continu;Afname
1041;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
512;;;Continu;Afname
1043;Gebouw;Werkplaats;Continu;Afname
247;;;Continu;Afname
1045;;;Continu;Afname
514;Gebouw;Administratief centrum;Continu;Afname
1047;Gebouw;Andere gebouwen;Continu;Afname
239;;;Continu;Afname
1049;Gebouw;Andere gebouwen;Continu;Afname
516;Gebouw;Andere gebouwen;Continu;Afname
1051;Gebouw;Lagere school;Continu;Afname
249;;;Continu;Afname
1053;Gebouw;Cultureel centrum;Continu;Afname
518;Gebouw;Sporthal;Continu;Afname
1055;Gebouw;Andere gebouwen;Continu;Afname
237;Gebouw;Andere gebouwen;Continu;Afname
1057;Gebouw;Cultureel centrum;Continu;Afname
520;Gebouw;Stadion;Continu;Afname
1059;;;Continu;Afname
251;Gebouw;Andere gebouwen;Continu;Afname
1061;Gebouw;Andere gebouwen;Continu;Afname
522;;;Continu;Afname
1063;;;Continu;Afname
116;Gebouw;Andere gebouwen;Continu;Afname
252;;;Continu;Afname
524;Gebouw;Andere gebouwen;Continu;Afname
1066;;;Continu;Afname
253;;;Continu;Afname
1068;Gebouw;Sporthal;Continu;Afname
526;Andere;Fontein;Continu;Afname
1070;;;Continu;Afname
118;Gebouw;Andere gebouwen;Continu;Afname
1072;;;Continu;Afname
528;Gebouw;Andere gebouwen;Continu;Afname
1074;Andere;Laadeiland;Continu;Afname
255;;;Continu;Afname
1076;Gebouw;Andere gebouwen;Continu;Afname
1078;Gebouw;Brandweerkazerne;Continu;Afname
113;Gebouw;Cultureel centrum;Continu;Afname
1080;Gebouw;Andere gebouwen;Continu;Afname
532;Gebouw;Andere gebouwen;Continu;Afname
1082;;;Continu;Afname
257;Gebouw;Andere gebouwen;Continu;Afname
1084;;;Continu;Afname
534;Gebouw;Lagere school;Continu;Afname
1086;Gebouw;Administratief centrum;Continu;Afname
120;;;Continu;Afname
1088;Gebouw;Sporthal;Continu;Afname
536;Gebouw;Lagere school;Continu;Afname
1090;;;Continu;Afname
259;Andere;Laadeiland;Continu;Afname
538;;;Continu;Afname
1094;Gebouw;Andere gebouwen;Continu;Afname
112;Gebouw;Andere gebouwen;Continu;Afname
1096;;;Continu;Afname
540;;;Continu;Afname
1098;;;Continu;Afname
261;;;Continu;Afname
1100;;;Continu;Afname
542;Terrein;Tennisveld;Continu;Afname
1102;Terrein;Tennisveld;Continu;Afname
1104;Gebouw;Werkplaats;Continu;Afname
544;Gebouw;Ontmoetingscentrum;Continu;Afname
1106;Gebouw;Cultureel centrum;Continu;Afname
263;;;Continu;Afname
1108;;;Continu;Afname
546;Gebouw;Andere gebouwen;Continu;Afname
1110;;;Continu;Afname
110;;;Continu;Afname
1112;;;Continu;Afname
548;;;Continu;Afname
1114;;;Continu;Afname
265;Gebouw;Andere gebouwen;Continu;Afname
1116;Gebouw;Cultureel centrum;Continu;Afname
550;;;Continu;Afname
1118;;;Continu;Afname
124;;;Continu;Afname
1120;Gebouw;Andere gebouwen;Continu;Afname
552;;;Continu;Afname
1122;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
267;;;Continu;Afname
1124;Gebouw;Sporthal;Continu;Afname
554;;;Continu;Afname
1126;Terrein;Containerpark;Continu;Afname
53;;;Continu;Afname
1128;Gebouw;Administratief centrum;Continu;Afname
556;Gebouw;Academie;Continu;Afname
1130;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
1132;Gebouw;Sporthal;Continu;Afname
558;;;Continu;Afname
1134;Gebouw;Ontmoetingscentrum;Continu;Afname
126;;;Continu;Afname
1136;;;Continu;Afname
560;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
1138;Gebouw;OCMW Administratief centrum;Continu;Afname
271;;;Continu;Afname
1140;;;Continu;Afname
562;;;Continu;Afname
1142;Gebouw;Ontmoetingscentrum;Continu;Afname
55;;;Continu;Afname
1144;Gebouw;Werkplaats;Continu;Afname
564;;;Continu;Afname
1146;;;Continu;Afname
273;Gebouw;Werkplaats;Continu;Afname
1148;;;Continu;Afname
566;;;Continu;Afname
1150;Gebouw;Dienstencentrum/CAW/dagverblijf;Continu;Afname
128;;;Continu;Afname
568;Gebouw;Andere gebouwen;Continu;Afname
1154;Gebouw;Lagere school;Continu;Afname
275;;;Continu;Afname
1156;;;Continu;Afname
570;Gebouw;Ontmoetingscentrum;Continu;Afname
1158;;;Continu;Afname
50;;;Continu;Afname
1160;;;Continu;Afname
572;;;Continu;Afname
1162;;;Continu;Afname
277;Gebouw;Museum;Continu;Afname
1164;Gebouw;Ontmoetingscentrum;Continu;Afname
574;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
1166;Gebouw;Lagere school;Continu;Afname
1168;;;Continu;Afname
576;Andere;Kast;Continu;Afname
1170;;;Continu;Afname
279;;;Continu;Afname
1172;;;Continu;Afname
578;;;Continu;Afname
1174;;;Continu;Afname
57;;;Continu;Afname
1176;Gebouw;Brandweerkazerne;Continu;Afname
580;;;Continu;Afname
1178;Gebouw;Werkplaats;Continu;Afname
281;;;Continu;Afname
1180;;;Continu;Afname
582;;;Continu;Afname
1182;Gebouw;Andere gebouwen;Continu;Afname
132;;;Continu;Afname
1184;;;Continu;Afname
584;;;Continu;Afname
1186;;;Continu;Afname
283;;;Continu;Afname
1188;;;Continu;Afname
1190;;;Continu;Afname
49;;;Continu;Afname
58;;;Continu;Afname
1194;Gebouw;Cultureel centrum;Continu;Afname
285;;;Continu;Afname
1196;Gebouw;Politiegebouw;Continu;Afname
590;;;Continu;Afname
1198;;;Continu;Afname
134;Gebouw;Lagere school;Continu;Afname
591;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
594;;;Continu;Afname
596;;;Continu;Afname
1212;;;Continu;Afname
289;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
598;;;Continu;Afname
1216;Gebouw;Lagere school;Continu;Afname
1218;Gebouw;Ontmoetingscentrum;Continu;Afname
600;;;Continu;Afname
1220;;;Continu;Afname
291;;;Continu;Afname
1222;;;Continu;Afname
602;;;Continu;Afname
1224;;;Continu;Afname
47;Andere;Kast;Continu;Afname
1226;;;Continu;Afname
604;;;Continu;Afname
1228;;;Continu;Afname
293;;;Continu;Afname
1230;;;Continu;Afname
606;;;Continu;Afname
1232;;;Continu;Afname
138;;;Continu;Afname
1234;;;Continu;Afname
608;;;Continu;Afname
1236;;;Continu;Afname
295;;;Continu;Afname
1238;Gebouw;Lagere school;Continu;Afname
610;;;Continu;Afname
1240;;;Continu;Afname
61;;;Continu;Afname
1242;;;Continu;Afname
612;;;Continu;Afname
1244;Gebouw;Kinderdagverblijf/BKO/IBO;Continu;Afname
297;;;Continu;Afname
1246;;;Continu;Afname
614;;;Continu;Afname
1248;Gebouw;Ontmoetingscentrum;Continu;Afname
140;Gebouw;Kerk;Continu;Afname
1250;;;Continu;Afname
616;;;Continu;Afname
1252;;;Continu;Afname
299;;;Continu;Afname
618;;;Continu;Afname
1256;;;Continu;Afname
22;;;Continu;Afname
1258;Gebouw;Ontmoetingscentrum;Continu;Afname
620;;;Continu;Afname
1260;;;Continu;Afname
1262;;;Continu;Afname
622;;;Continu;Afname
1264;;;Continu;Afname
142;;;Continu;Afname
1266;;;Continu;Afname
624;;;Continu;Afname
1268;;;Continu;Afname
303;;;Continu;Afname
1270;;;Continu;Afname
626;;;Continu;Afname
1272;;;Continu;Afname
63;;;Continu;Afname
1274;;;Continu;Afname
628;;;Continu;Afname
1276;;;Continu;Afname
305;;;Continu;Afname
1278;Gebouw;Lagere school;Continu;Afname
630;Gebouw;Ontmoetingscentrum;Continu;Afname
1280;;;Continu;Afname
144;Gebouw;Lagere school;Continu;Afname
1282;Gebouw;Bibliotheek;Continu;Afname
632;;;Continu;Afname
1284;Gebouw;Sportcomplex;Continu;Afname
307;;;Continu;Afname
1286;;;Continu;Afname
634;;;Continu;Afname
24;;;Continu;Afname
1290;;;Continu;Afname
1292;;;Continu;Afname
309;;;Continu;Afname
1294;Andere;Andere;Continu;Afname
638;;;Continu;Afname
1296;;;Continu;Afname
146;Gebouw;Cultureel centrum;Continu;Afname
1298;;;Continu;Afname
311;Gebouw;Sporthal;Continu;Afname
1302;;;Continu;Afname
642;;;Continu;Afname
1304;;;Continu;Afname
644;;;Continu;Afname
1308;Andere;Kast;Continu;Afname
313;;;Continu;Afname
1310;;;Continu;Afname
148;;;Continu;Afname
1314;;;Continu;Afname
1316;;;Continu;Afname
1318;;;Continu;Afname
650;;;Continu;Afname
1320;;;Continu;Afname
19;;;Continu;Afname
1326;Gebouw;Lagere school;Continu;Afname
150;Gebouw;Ontmoetingscentrum;Continu;Afname
1330;;;Continu;Afname
656;;;Continu;Afname
1332;;;Continu;Afname
319;;;Continu;Afname
1334;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
1336;;;Continu;Afname
1338;;;Continu;Afname
1340;Gebouw;Administratief centrum;Continu;Afname
1342;;;Continu;Afname
662;;;Continu;Afname
1344;;;Continu;Afname
1388;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
333;Gebouw;Cultureel centrum;Continu;Afname
1390;Gebouw;Cultureel centrum;Continu;Afname
686;Gebouw;Politiegebouw;Continu;Afname
1392;;;Continu;Afname
158;;;Continu;Afname
1394;;;Continu;Afname
688;Gebouw;School;Continu;Afname
1396;;;Continu;Afname
1398;Gebouw;Ontmoetingscentrum;Continu;Afname
690;;;Continu;Afname
1400;Gebouw;Cultureel centrum;Continu;Afname
71;Gebouw;Stadhuis/Gemeentehuis;Continu;Afname
1402;;;Continu;Afname
692;Gebouw;Administratief centrum;Continu;Afname
1404;;;Continu;Afname
337;Gebouw;Ontmoetingscentrum;Continu;Afname
694;Gebouw;Administratief centrum;Continu;Afname
1408;Gebouw;Ontmoetingscentrum;Continu;Afname
160;;;Continu;Afname
1410;;;Continu;Afname
696;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
1412;Gebouw;Museum;Continu;Afname
339;Gebouw;Andere gebouwen;Continu;Afname
1414;Gebouw;Andere gebouwen;Continu;Afname
698;;;Continu;Afname
1416;;;Continu;Afname
28;;;Continu;Afname
1418;Gebouw;School;Continu;Afname
700;;;Continu;Afname
1420;;;Continu;Afname
341;;;Continu;Afname
1422;Gebouw;Andere gebouwen;Continu;Afname
702;Gebouw;Andere gebouwen;Continu;Afname
1424;;;Continu;Afname
162;;;Continu;Afname
1426;Gebouw;Bibliotheek;Continu;Afname
704;Gebouw;Administratief centrum;Continu;Afname
1428;Gebouw;Cultureel centrum;Continu;Afname
343;;;Continu;Afname
1430;;;Continu;Afname
706;;;Continu;Afname
1432;;;Continu;Afname
1434;;;Continu;Afname
708;Gebouw;Cultureel centrum;Continu;Afname
1436;Gebouw;Ontmoetingscentrum;Continu;Afname
345;Gebouw;Andere gebouwen;Continu;Afname
1438;Gebouw;Sporthal;Continu;Afname
710;Gebouw;Cultureel centrum;Continu;Afname
1440;;;Continu;Afname
164;;;Continu;Afname
1442;;;Continu;Afname
712;;;Continu;Afname
1444;;;Continu;Afname
347;;;Continu;Afname
1446;Gebouw;Lagere school;Continu;Afname
1448;Gebouw;Ontmoetingscentrum;Continu;Afname
16;;;Continu;Afname
1450;;;Continu;Afname
716;Openbare verlichting;Straatverlichting;Continu;Afname
1452;;;Continu;Afname
349;Gebouw;Ontmoetingscentrum;Continu;Afname
1454;;;Continu;Afname
718;Gebouw;Andere gebouwen;Continu;Afname
1456;;;Continu;Afname
166;;;Continu;Afname
1458;;;Continu;Afname
720;;;Continu;Afname
351;;;Continu;Afname
1462;Gebouw;Sporthal;Continu;Afname
722;Gebouw;Cultureel centrum;Continu;Afname
1464;Gebouw;Sporthal;Continu;Afname
75;;;Continu;Afname
1465;;;Continu;Afname
724;Gebouw;Andere gebouwen;Continu;Afname
1467;;;Continu;Afname
353;;;Continu;Afname
1469;;;Continu;Afname
726;Gebouw;Administratief centrum;Continu;Afname
1471;;;Continu;Afname
168;Gebouw;Administratief centrum;Continu;Afname
1473;Gebouw;Ontmoetingscentrum;Continu;Afname
728;;;Continu;Afname
1475;;;Continu;Afname
355;Gebouw;Bibliotheek;Continu;Afname
1477;Gebouw;Museum;Continu;Afname
730;;;Continu;Afname
1479;;;Continu;Afname
30;Gebouw;Administratief centrum;Continu;Afname
1481;Gebouw;Sporthal;Continu;Afname
732;Gebouw;Sporthal;Continu;Afname
1483;Gebouw;Sporthal;Continu;Afname
357;;;Continu;Afname
1485;Gebouw;School;Continu;Afname
734;Gebouw;Andere gebouwen;Continu;Afname
1487;;;Continu;Afname
170;;;Continu;Afname
1489;;;Continu;Afname
736;;;Continu;Afname
1491;Gebouw;Administratief centrum;Continu;Afname
359;;;Continu;Afname
1493;Gebouw;Administratief centrum;Continu;Afname
738;;;Continu;Afname
1495;;;Continu;Afname
77;Gebouw;Andere gebouwen;Continu;Afname
1497;;;Continu;Afname
740;;;Continu;Afname
1499;;;Continu;Afname
361;;;Continu;Afname
1501;Gebouw;Administratief centrum;Continu;Afname
742;;;Continu;Afname
1503;Gebouw;Lagere school;Continu;Afname
172;;;Continu;Afname
1505;;;Continu;Afname
744;Gebouw;School;Continu;Afname
1507;;;Continu;Afname
363;;;Continu;Afname
1509;;;Continu;Afname
746;Gebouw;Andere gebouwen;Continu;Afname
1511;Gebouw;Administratief centrum;Continu;Afname
7;;;Continu;Afname
1513;;;Continu;Afname
748;;;Continu;Afname
1515;;;Continu;Afname
365;;;Continu;Afname
1517;;;Continu;Afname
750;;;Continu;Afname
1519;Openbare verlichting;Straatverlichting;Continu;Afname
174;;;Continu;Afname
1521;;;Continu;Afname
752;;;Continu;Afname
1523;;;Continu;Afname
367;;;Continu;Afname
1525;;;Continu;Afname
754;;;Continu;Afname
1527;;;Continu;Afname
79;;;Continu;Afname
1529;;;Continu;Afname
756;;;Continu;Afname
1531;;;Continu;Afname
369;Gebouw;Administratief centrum;Continu;Afname
1533;;;Continu;Afname
758;Gebouw;Lagere school;Continu;Afname
1535;;;Continu;Afname
176;;;Continu;Afname
1537;;;Continu;Afname
760;;;Continu;Afname
1539;;;Continu;Afname
371;;;Continu;Afname
1541;;;Continu;Afname
762;Gebouw;Administratief centrum;Continu;Afname
1543;;;Continu;Afname
32;;;Continu;Afname
1545;Gebouw;Andere gebouwen;Continu;Afname
764;Gebouw;Administratief centrum;Continu;Afname
1547;;;Continu;Afname
373;;;Continu;Afname
1549;;;Continu;Afname
1551;;;Continu;Afname
1553;Gebouw;Cultureel centrum;Continu;Afname
380;Gebouw;OCMW Woningen;Continu;Afname
780;Gebouw;Ontmoetingscentrum;Continu;Afname
1578;Gebouw;Sporthal;Continu;Afname
381;Gebouw;Sporthal;Continu;Afname
1580;Gebouw;Werkplaats;Continu;Afname
782;Gebouw;Ontmoetingscentrum;Continu;Afname
1582;Gebouw;Werkplaats;Continu;Afname
182;Gebouw;Sporthal;Continu;Afname
1584;;;Continu;Afname
784;;;Continu;Afname
1586;Gebouw;Sporthal;Continu;Afname
383;Gebouw;Andere gebouwen;Continu;Afname
1588;;;Continu;Afname
786;Gebouw;Academie;Continu;Afname
1590;;;Continu;Afname
83;Gebouw;Administratief centrum;Continu;Afname
1592;Gebouw;Cultureel centrum;Continu;Afname
788;Gebouw;Cultureel centrum;Continu;Afname
1594;Gebouw;Sporthal;Continu;Afname
385;;;Continu;Afname
1596;Gebouw;RVT/WZC/revalidatiecentrum;Continu;Afname
790;;;Continu;Afname
1598;Gebouw;Sporthal;Continu;Afname
184;Gebouw;Administratief centrum;Continu;Afname
